CustomerNumber,AccountName,Address,City,State,ZipCode,RouteNumber,ServiceFrequency,ServiceDays,Email,Phone,CreatedAt,password_hash,role
292679,Panda Express # 3022,4660 Churn Creek,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
292840,Green Barn Whiskey Kitchen,5 Chestnut Ave,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
292921,Tom's Automotive,20659 Walnut Street,Red Bluff,CA,96080,75,Weekly,W,,,2025-03-05 00:29:16,,customer
292922,Good Health Massage Healing Arts,2295 Hilltop Dr. #8,Redding,CA,96099,12,Weekly,T,,,2025-03-05 00:29:16,,customer
293030,Fresh Fire Grill - RDG,161 Lake Blvd.,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
293115,California Highway Patrol,1001 I-5 South,Mt. Shasta,CA,96067,33,Weekly,R,,,2025-03-05 00:29:16,,customer
293300,Cedar Creek,780 Diamond Avenue,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
293382,Kilby Equipment Repair,2650 Larkspur Lane,Redding,CA,96002,05,Weekly,R,,,2025-03-05 00:29:16,,customer
293733,Fyzical Therapy & Balance Center,2620 Larkspur Ln,Redding,CA,96002,12,Weekly,W,,,2025-03-05 00:29:16,,customer
293876,Cinders & Taste and See,1415 Market Strret,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
294022,Lakehead Shell,20749 Lakeshore Dr.,Lakehead,CA,96051,33,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
294024,Lakehead Shell D/S,20749 Lakeshore Dr.,Lakehead,CA,96051,33,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
294158,Old Station Fill - Up,13413 State Hwy 89,Old Station,CA,96071,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
294319,Kiwanis House,1200 Tehama Street,Redding,CA,96001,11,Weekly,W,,,2025-03-05 00:29:16,,customer
294387,Riddick's Sports Pub,200 Hartnell Ave,Redding,CA,96002,12,Weekly,M,,,2025-03-05 00:29:16,,customer
294475,Umpqua Bank,3455 Placer St,Redding,CA,96001,09,Bi-Weekly,F,,,2025-03-05 00:29:16,,customer
294476,Umpqua Bank,1951 Churn Creek Rd,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
294602,Shasta Orthodontics,2175 Civic Center Drive,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
294605,Shasta Orthodontics D/S,2175 Civic Center Drive,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
294689,Cinemark Redding 14,980 Old Alturas Rd.,Redding,CA,96003,12,Weekly,T,,,2025-03-05 00:29:16,,customer
294766,Maruti Shingletown,31268 Hwy 44,Shingletown,CA,96088,33,Weekly,T,,,2025-03-05 00:29:16,,customer
294790,Las Maria's,2640 Bechelli Lane,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
294828,Spec-Rite,2175 Kenyon Dr,Redding,CA,96001,05,Weekly,T,,,2025-03-05 00:29:16,,customer
294885,Pampered Pets,14421 Old Oregon Trail Suite  C,Redding,CA,96003,33,Weekly,R,,,2025-03-05 00:29:16,,customer
294967,7 Eleven,1860 Eureka Way,Redding,CA,96001,11,Weekly,F,,,2025-03-05 00:29:16,,customer
295019,Maruti Shingletown D/S,31268 Hwy 44,Shingletown,CA,96088,33,Weekly,T,,,2025-03-05 00:29:16,,customer
295027,California Dept. of Forestry & Fire Protection,604 Antelope Blvd.,Red Bluff,CA,96080,75,Weekly,T,,,2025-03-05 00:29:16,,customer
295194,Big O Tires,377 E. Cypress,Redding,CA,96002,05,Weekly,M,,,2025-03-05 00:29:16,,customer
295258,Grocery Outlet,3685 Eureka Way,Redding,CA,96001,09,Bi-Weekly,F,,,2025-03-05 00:29:16,,customer
295355,Cafe Pagato At Mercy,2175 Rosaline Ave.,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
295409,BARTEL'S,2311 North Street,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
295412,Bartel's Giant Burger,18509 Lake Blvd. E,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
295449,MPI Equipment,8537 Commerical Way,Redding,CA,96002,75,Weekly,R,,,2025-03-05 00:29:16,,customer
295559,Country Waffles,2300 Athens Ave,Redding,CA,96001,33,Weekly,M,,,2025-03-05 00:29:16,,customer
295660,Poppies Pizza,1072 Lake Blvd.,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
295680,It's Jerky,3094 Crossroads Dr.,Redding,CA,96003,33,Weekly,F,,,2025-03-05 00:29:16,,customer
296107,Summers Massage,1465 Victor Ave # A,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
296187,Cornerstone Bank,192 Hartnell Ave.,Redding,CA,96002,09,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
296204,Goodtimes Pizza D/S,22049 Old 44 Drive,Palo Cedro,CA,96073,33,Weekly,T,,,2025-03-05 00:29:16,,customer
296403,Afterglow Massage,2345 Athens Ave.,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
296457,Angelo's European Specialty,1870 Keystone Ct.,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
296611,Viking Skate Country,735 Auditorium Dr.,Redding,CA,96001,33,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
296918,Riverview Golf & Country Club -Kitchen,4200 Bechelli Ln,Redding,CA,96002,11,Weekly,MR,,,2025-03-05 00:29:16,,customer
296940,Tangle Blue,160 Nugget Lane,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
296977,Riverview Golf & Country Club - Pro Shop,4200 Bechelli Lane,Redding,CA,96002,11,Weekly,MR,,,2025-03-05 00:29:16,,customer
296978,Riverview Golf & Country Club - F&B/Special Events,4200 Bechelli Lane,Redding,CA,96002,11,Weekly,M,,,2025-03-05 00:29:16,,customer
296979,Riverview Golf & Country Club - Locker Room,4200 Bechelli Lane,Redding,CA,96002,11,Weekly,M,,,2025-03-05 00:29:16,,customer
297114,LOGE Mt Shasta,1612 S Mount Shasta Blvd.,Mount Shasta,CA,96067,33,Weekly,R,,,2025-03-05 00:29:16,,customer
297363,Taco Cotija,614 Walnut Street,Red Bluff,CA,96080,75,Weekly,T,,,2025-03-05 00:29:16,,customer
297617,SC- Corp Yard Fall River,24665 Glenburn,Fall River Mills,CA,96028,11,Weekly,T,,,2025-03-05 00:29:16,,customer
297833,Balance Yoga Center,2821 Bechelli Ln.,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
297844,Sierra Pacific D/S,19794 Riverside Dr.,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
297870,Valero Hilltop,722 E. Cypress Ave.,Redding,CA,96002,33,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
297871,Valero Eureka Way,2026 Eureka Way,Redding,CA,96001,33,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
297935,L and D Gasoline,58 Antelope Blvd,Red Bluff,CA,96080,75,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
297937,Little Country Store,21931 Chimney Rock Dr,Cottonwood,CA,96022,75,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
298036,Redding Sports Therapy,2335 Athens Ave.,Redding,CA,96001,33,Weekly,M,,,2025-03-05 00:29:16,,customer
298037,AV - Sheraton Club Lounge,820 Sundial Bridge Dr.,Redding,CA,96001,12,Weekly,T,,,2025-03-05 00:29:16,,customer
298364,In-N-Out Burger # 348,4681 Churn Creek Rd,Redding,CA,96002,33,Weekly,MWF,,,2025-03-05 00:29:16,,customer
298434,Larkspur Optometry -DS,2620 Larkspur Ln Suite L,Redding,CA,96002,11,Weekly,R,,,2025-03-05 00:29:16,,customer
298782,Big Time Pest Control,19905 Hirsch Court,Anderson,CA,96007,05,Weekly,T,,,2025-03-05 00:29:16,,customer
298794,Braun Equipment,21260 State Highway 36,Red Bluff,CA,96080,75,Weekly,F,,,2025-03-05 00:29:16,,customer
298852,Portside Fish & Chips,1804 State Highway 273,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
298952,Mt Shasta Ski Park,4500 Ski Park Hwy,McCloud,CA,96057,33,Weekly,R,,,2025-03-05 00:29:16,,customer
298953,Mt Shasta Ski Park D/S,4500 Ski Park Hwy,McCloud,CA,96057,33,Weekly,R,,,2025-03-05 00:29:16,,customer
299003,New York Saloon,533 Main Street,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
299212,Final Draft Brewing,1600 California Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
299322,Mountain Mike's Pizza,2727 Churn Creek Road,Redding,CA,96002,12,Weekly,T,,,2025-03-05 00:29:16,,customer
299393,EZ Auto Care,2778 Tarmac Road,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
299451,Cascade Eye Care,1751 Hartnell Avenue,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
299508,NORM'S,9348 Deschutes Road,Palo Cedro,CA,96073,33,Weekly,T,,,2025-03-05 00:29:16,,customer
299552,Egg Roll King,55 Antelope Boulevard,Red Bluff,CA,96080,75,Weekly,F,,,2025-03-05 00:29:16,,customer
299765,Wayside Inn Market,718 710 Hwy 395,Standish,CA,96128,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
299791,Trendy's,1730 Gold Street,Redding,CA,96001,33,Weekly,M,,,2025-03-05 00:29:16,,customer
299924,Redding Rancheria Dental,1441 Liberty Street,Redding,CA,96001,11,Weekly,R,,,2025-03-05 00:29:16,,customer
299926,Redding Rancheria Fitness,2000 Redding Rancheria Road,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
299928,Redding Rancheria,2000 Redding Rancheria Road,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
299929,Redding Rancheria Senior Nutrition,2000 Redding Rancheria Road,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
299937,Redding Rancheria Tribal Health,1441 Liberty Street,Redding,CA,96001,11,Weekly,R,,,2025-03-05 00:29:16,,customer
299939,Redding Rancheria Medical,1441 Liberty Street,Redding,CA,96001,11,Weekly,R,,,2025-03-05 00:29:16,,customer
299944,Redding Rancheria Head Start,2000 Redding Rancheria Road,Redding,CA,96001,11,Bi-Weekly,M,,,2025-03-05 00:29:16,,customer
299945,Churn Creek Health Care Mats,3184 Churn Creek Road,Redding,CA,96002,33,Weekly,W,,,2025-03-05 00:29:16,,customer
299946,Churn Creek Health Care,3184 Churn Creek Road,Redding,CA,96002,33,Weekly,W,,,2025-03-05 00:29:16,,customer
300073,JR Mexican Meat Market,2139 Hilltop Drive,Redding,CA,96002,12,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
300102,Shasta Mosquito & Vector Control District,19200 Latona Road,Anderson,CA,96007,05,Weekly,T,,,2025-03-05 00:29:16,,customer
300115,Market Street,1777 Market Street,Redding,CA,96001,12,Weekly,MR,,,2025-03-05 00:29:16,,customer
300441,KFC-Redding  # C750128,135 Lake Boulevard,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
300457,Save Mart # 612 Meat,4631 Churn Creek Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
300459,Save Mart # 612 Grocery,4631 Churn Creek Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
300464,Save Mart # 612 Produce,4631 Churn Creek Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
300466,Save Mart # 612 Bakery,4631 Churn Creek Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
300467,Save Mart # 612 Deli,4631 Churn Creek Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
300480,Trinity River Lumber Mats,1121 Main Street,Weaverville,CA,96093,09,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
300482,Trinity River Lumber Maint. Shop,1121 Main Street,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
300580,Redding Rancheria D/S,2000 Redding Rancheria Road,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
300732,Northern Trailer,2577 Victor Avenue,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
300733,Gold Street D/S,1459 Gold Street,Redding,CA,96001,11,Weekly,F,,,2025-03-05 00:29:16,,customer
300757,SRMC - Prime EVS,1450 Liberty Street,Redding,CA,96001,11,Weekly,MWF,,,2025-03-05 00:29:16,,customer
300828,SC- Mental Health,2640 Breslauer Way,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
300944,Palomino Room - Ramone's Kitchen,723 Main Street,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
300986,Palomino Room - Bar,723 Main Street,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
300994,SC- Mental Heath DS,2640 Breslauer Way,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
301009,Bureau of Reclamation - Keswick,16515 Keswick Dam Road,Redding,CA,96001,09,Weekly,R,,,2025-03-05 00:29:16,,customer
301010,Bureau of Reclamation - Shasta,16349 Shasta Dam Boulevard,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
301105,Elliott Acupuncture,1257 West Street,Redding,CA,96001,11,Weekly,W,,,2025-03-05 00:29:16,,customer
301227,Northstate Dental,2787 Eureka Way,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
301285,Julio's Garage,20659 Walnut Street #3,Red Bluff,CA,96080,75,Weekly,W,,,2025-03-05 00:29:16,,customer
301422,Mill Creek Resort - Seasonal,40271 CA-172,Mill Creek,CA,96061,75,Weekly,F,,,2025-03-05 00:29:16,,customer
301488,Save Mart #612 - Restaurant,4631 Churn Creek Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
301567,Trinity County Brewing Co.,301 Main Street,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
301569,Rod's Radiator,3110 Bechelli Lane,Redding,CA,96002,09,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
301741,Sublime Cake Design,2633 Park Marina Drive,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
301767,Trinity Alps Golf Course,160 Golf Course Drive,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
301827,Riverview Golf & Country Club - Mats,4200 Bechelli Lane,Redding,CA,96002,11,Weekly,M,,,2025-03-05 00:29:16,,customer
301994,California Highway Patrol,618 West Jessie Street,Mount Shasta,CA,96067,33,Weekly,R,,,2025-03-05 00:29:16,,customer
302019,Tropics,2555 South Market Street,Redding,CA,96001,12,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
302083,Alvarez Auto Care,4610 Shasta Dam Boulevard,Shasta Lake,CA,96019,05,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
302099,Paragon Medical Radiation Oncology Redding,923 Dana Drive,Redding,CA,96003,12,Weekly,M,,,2025-03-05 00:29:16,,customer
303253,Tractor Supply #1905,142 Robs Way,Susanville,CA,96130,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
303335,Holiday Inn/Spike USA LLC,1900 Hilltop Drive,Redding,CA,96002,12,Weekly,MF,,,2025-03-05 00:29:16,,customer
303336,Holiday Inn D/S/Spike USA LLC,1900 Hilltop Drive,Redding,CA,96002,12,Weekly,MF,,,2025-03-05 00:29:16,,customer
303338,Holiday Inn Banquets/Spike USA LLC,1900 Hilltop Drive,Redding,CA,96002,12,Weekly,MF,,,2025-03-05 00:29:16,,customer
303441,California Dance Company,2150 Marx Way #1,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
303672,Americana Modern Hotel,1241 Market Street,Redding,CA,96001,11,Weekly,MWF,,,2025-03-05 00:29:16,,customer
303839,D & H Automotive,1270 Hartnell Avenue #C,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
304262,Valero/C-H FUEL,1480 Main Street,Weaverville,CA,96093,09,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
304339,Susanville Grocery Outlet,1616 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
304550,Dr. Lamb / Huang,3000 Eureka Way,Redding,CA,96001,11,Weekly,F,,,2025-03-05 00:29:16,,customer
304551,Dr. Lamb,3000 Eureka Way,Redding,CA,96001,11,Weekly,F,,,2025-03-05 00:29:16,,customer
304600,The Cabin Saloon,8057 State Highway 99E,Los Molinos,CA,96055,75,Weekly,W,,,2025-03-05 00:29:16,,customer
305194,Flaco's Tacos,2731 South Market Street,Redding,CA,96001,12,Weekly,T,,,2025-03-05 00:29:16,,customer
305240,Goodtimes Pizza,22049 Old Highway 44,Palo Cedro,CA,96073,33,Weekly,T,,,2025-03-05 00:29:16,,customer
305455,Skye Beauty Co.,9461 Deschutes Road,Palo Cedro,CA,96073,33,Weekly,T,,,2025-03-05 00:29:16,,customer
305647,Whiskey Bar,1747 Market Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
305751,Pioneer Pizza,32130 State Highway 44,Shingletown,CA,96088,33,Weekly,T,,,2025-03-05 00:29:16,,customer
305867,Main St. Deli,2130 South Main Street Suite A,Red Bluff,CA,96080,75,Weekly,T,,,2025-03-05 00:29:16,,customer
306046,Empower Tehama - Hickory,206 Hickory Street,Red Bluff,CA,96080,75,Bi-Weekly,F,,,2025-03-05 00:29:16,,customer
306047,Empower Tehama - Sale Lane,151 Sale Lane,Red Bluff,CA,96080,75,Bi-Weekly,F,,,2025-03-05 00:29:16,,customer
306048,Empower Tehama - Walnut St,1805 Walnut Street,Red Bluff,CA,96080,75,Bi-Weekly,F,,,2025-03-05 00:29:16,,customer
306180,Chick-Fil-A,1477 Hilltop Drive Suite H1,Redding,CA,96003,12,Weekly,M,,,2025-03-05 00:29:16,,customer
306381,Absolute Lash and Skin,1670 Market Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
306462,Lumberjacks Restaurant,501 East Cypress Avenue,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
306464,Lumberjacks Restaurant,2795 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
306489,Jeff's California Cattle Co.,400 East Cypress Avenue,Redding,CA,96002,05,Weekly,M,,,2025-03-05 00:29:16,,customer
307249,Karmas House of Spirits,329 Lake Boulevard,Redding,CA,96003,12,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
307256,Cascade Comfort,5203 Industrial Way,Anderson,CA,96007,05,Weekly,T,,,2025-03-05 00:29:16,,customer
307436,California Maternal Fetal Medicine,3328 Churn Creek Road #B,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
307691,Hilton Garden Inn,5050 Bechelli Lane,Redding,CA,96002,11,Weekly,R,,,2025-03-05 00:29:16,,customer
307872,Mountain Mike's Pizza,905 South Main Street,Red Bluff,CA,96080,75,Weekly,W,,,2025-03-05 00:29:16,,customer
308043,Main St Lube,1719 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
308074,Northern Valley Catholic Social Services,2400 Washington Avenue,Redding,CA,96001,11,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
308464,Burger Shack,7834 State Highway 99E,Los Molinos,CA,96055,75,Weekly,W,,,2025-03-05 00:29:16,,customer
308514,Sage @ Simpson Univ - Summer Hold,2211 College View Drive,Redding,CA,96003,75,Weekly,R,,,2025-03-05 00:29:16,,customer
308552,Fire Water Supply (BD),1005 Vista Way,Red Bluff,CA,96080,75,Weekly,W,,,2025-03-05 00:29:16,,customer
308596,Redding School of The Arts,955 Inspiration Place,Redding,CA,96003,75,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
308967,Shell Eureka Way,2110 Eureka Way,Redding,CA,96001,33,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
308981,PGE Fleet - Redding,3600 Meadow View Drive,Redding,CA,96002,05,Weekly,W,,,2025-03-05 00:29:16,,customer
308982,PGE Fleet - Red Bluff,515 Luther Road,Red Bluff,CA,96080,75,Weekly,T,,,2025-03-05 00:29:16,,customer
309166,Mulligans Bar & Grill,6241 Churn Creek Road,Redding,CA,96002,05,Weekly,W,,,2025-03-05 00:29:16,,customer
309228,Taste and See Kitchen,2055 Hilltop Drive,Redding,CA,96002,12,Weekly,W,,,2025-03-05 00:29:16,,customer
309229,Taste and See #2,930 Hilltop Drive #A,Redding,CA,96003,12,Weekly,M,,,2025-03-05 00:29:16,,customer
309354,Lab 24,475 Knollcrest Drive,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
309382,Roots Farm Educational Foundation (BD),11489 Poison Oak Lane,Redding,CA,96003,33,Weekly,T,,,2025-03-05 00:29:16,,customer
309425,Evergreen Coffee,2085 Pine Street,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
309736,Shasta - Trinity Rop,4659 Eastside Road,Redding,CA,96001,05,Weekly,M,,,2025-03-05 00:29:16,,customer
309832,Beaton Plumbing,18233 Clear Creek Rd,Redding,CA,96001,05,Weekly,T,,,2025-03-05 00:29:16,,customer
310130,Epic Orthopaedics,2622 Edith Avenue,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
310145,Northwest Holdings - Black Diamond Lounge,1729 California Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
310840,Best Western Anderson Inn,2688 Gateway Drive,Anderson,CA,96007,75,Weekly,MWF,,,2025-03-05 00:29:16,,customer
310980,Luigi's Pizza,75 Belle Mill Road,Red Bluff,CA,96080,75,Weekly,T,,,2025-03-05 00:29:16,,customer
310981,Northern Roots Indoor Garden,4580 Westside Road,Redding,CA,96001,12,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
311095,When Pie Meets Bread,1768 Churn Creek Road,Redding,CA,96002,12,Weekly,T,,,2025-03-05 00:29:16,,customer
311098,Super Burrito's Mexican Food,2600 Churn Creek Road,Redding,CA,96002,12,Weekly,M,,,2025-03-05 00:29:16,,customer
311253,Lake Shasta Lodge,21417 Main Street,Lakehead,CA,96051,33,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
311254,RSM,5934 Brenda Lane,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
311302,Redding Rancheria Trinity Mats,81 Arbuckle Court,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
311303,Redding Rancheria Trinity Health,81 Arbuckle Court,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
311363,Francisco's Tacos,1 Sutter Street,Red Bluff,CA,96080,75,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
311386,Quail Crest 1 @ Oakdale,101 Quartz Hill Road,Redding,CA,96003,12,Weekly,MR,,,2025-03-05 00:29:16,,customer
311387,Quail Crest 1 @ Oakdale D/S,101 Quartz Hill Road,Redding,CA,96003,12,Weekly,MR,,,2025-03-05 00:29:16,,customer
311388,Quail Crest 2 dba Sierra Oaks of Redding,1520 Collyer Drive,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
311389,Quail Crest 2 dba Sierra Oaks of Redding D/S,1520 Collyer Drive,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
311566,Fat Daddy's BBQ,942 Hartnell Avenue,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
311673,Luna Restaurant,2914 Churn Creek Road,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
311744,Safeway - 1218,2970 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
311916,32 Below,5136 Caterpillar Road,Redding,CA,96003,09,Weekly,F,,,2025-03-05 00:29:16,,customer
311996,Raw,2167 Hilltop Drive,Redding,CA,96002,12,Weekly,MF,,,2025-03-05 00:29:16,,customer
311997,Raw D/S,2167 Hilltop Drive,Redding,CA,96002,12,Weekly,MF,,,2025-03-05 00:29:16,,customer
312151,Cedars Lodge Motel,4201 Dunsmuir Avenue,Dunsmuir,CA,96025,33,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
312243,DH Medical Group North State,2528 Sister Mary Columba Drive,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
312244,DH Red Bluff Care Center,2580 Sister Mary Columba Drive Suite 200,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
312245,DH Red Bluff Wound Care,2440 Sister Mary Columba Drive,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
312246,DH Medical Foundation - 2624 Edith Ave,2624 Edith Avenue,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
312248,DH Mercy Medical Foundation,2510 Airpark Drive #301,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
312249,DH Mercy Outpatient Oncology,310 Hartnell Avenue,Redding,CA,96002,11,Weekly,M,,,2025-03-05 00:29:16,,customer
312250,DH Nuclear Medicince Clinic,2780 Eureka Way,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
312252,DH Medical Foundation Redding,1755 Court Street,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
312258,Redding Heating & Air,840 Commerce Street,Redding,CA,96002,09,Weekly,F,,,2025-03-05 00:29:16,,customer
313242,Addendum,290 Hartnell Avenue,Redding,CA,96002,12,Weekly,M,,,2025-03-05 00:29:16,,customer
313248,DHMF - HS - ENT - 106,2510 Airpark Drive Suite 106,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
313249,DHMF - NS - Endocrinology 104,2510 Airpark Drive Suite 104,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
313288,Cornerstone Community Bank,2727 Ventura Street,Anderson,CA,96007,05,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
313350,DH - Internal Medicine,2336 Court Street,Redding,CA,96001,11,Weekly,W,,,2025-03-05 00:29:16,,customer
313443,Paradise Tires and Wheel,215 South Main Street,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
313697,Absolute Machine,5020 Mountain Lakes Boulevard,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
313738,AV - Branch House River Front Bistro,844 Sundial Bridge Drive,Redding,CA,96001,12,Weekly,T,,,2025-03-05 00:29:16,,customer
313799,Mount Shasta 76,411 West Lake Street,Mount Shasta,CA,96067,33,Weekly,R,,,2025-03-05 00:29:16,,customer
313829,Shasta College Food Services,11555 Old Oregon Trail,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
313922,AV - Branch House DS,844 Sundial Bridge Drive,Redding,CA,96001,12,Weekly,T,,,2025-03-05 00:29:16,,customer
313946,Mittry Construction,4850 Caterpillar Road,Redding,CA,96003,05,Weekly,R,,,2025-03-05 00:29:16,,customer
314090,Mt Shasta High School,710 Everitt Memorial Highway,Mount Shasta,CA,96067,33,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
314092,Mt Shasta High School - DS,710 Everitt Memorial Highway,Mount Shasta,CA,96067,33,Weekly,R,,,2025-03-05 00:29:16,,customer
